#EXPORTTYPE:                 ,DATA COMPARE                   
#FILE:                       ,LG.ngb-st9                     
#FORMAT:                     ,NETZSCH5                       
#FTYPE:                      ,ANSI                           
#IDENTITY:                   ,Saras                          
#DECIMAL:                    ,POINT                          
#SEPARATOR:                  ,COMMA                          
#MTYPE:                      ,TG                             
#INSTRUMENT:                 ,NETZSCH TG 209F1 Libra         
#PROJECT:                    ,PM                             
#DATE/TIME:                  ,15/01/2018 10:13:45 AM (UTC+11)
#CORR. FILE:                 ,                               
#TEMPCAL:                    ,TCALZERO.TCX                   
#LABORATORY:                 ,Capture Lab                    
#OPERATOR:                   ,Frank                          
#REMARK:                     ,                               
#SAMPLE:                     ,LG                             
#SAMPLE MASS /mg:            ,17.9379                        
#MATERIAL:                   ,zeolite                        
#TYPE OF CRUCIBLE:           ,Al2O3                          
#SAMPLE CRUCIBLE MASS /mg:   ,167.6485                       
#REFERENCE CRUCIBLE MASS /mg:,                               
#M.RANGE /mg:                ,2000                           
#CORR. CODE:                 ,090                            
#RANGE:                      ,32°C/10.0(K/min)/900°C         
#SEGMENT:                    ,S1/1                           
#SEG. 1:                     ,32°C/10.0(K/min)/900°C         

##Temp./°C,Mass loss/mg
250.89800,      -1.43315
250.99800,      -1.43469
251.09800,      -1.43637
251.19800,      -1.43789
251.29800,      -1.43946
251.39800,      -1.44095
251.49800,      -1.44247
251.59800,      -1.44404
251.69800,      -1.44568
251.79800,      -1.44717
251.89800,      -1.44887
251.99800,      -1.45048
252.09800,      -1.45210
252.19800,      -1.45366
252.29800,      -1.45538
252.39800,      -1.45690
252.49800,      -1.45868
252.59800,      -1.46025
252.69800,      -1.46188
252.79800,      -1.46333
252.89800,      -1.46505
252.99800,      -1.46651
253.09800,      -1.46817
253.19800,      -1.46968
253.29800,      -1.47129
253.39800,      -1.47282
253.49800,      -1.47454
253.59800,      -1.47598
253.69800,      -1.47772
253.79800,      -1.47930
253.89800,      -1.48112
253.99800,      -1.48267
254.09800,      -1.48450
254.19800,      -1.48608
254.29800,      -1.48794
254.39800,      -1.48953
254.49800,      -1.49126
254.59800,      -1.49299
254.69800,      -1.49472
254.79800,      -1.49684
254.89800,      -1.49875
254.99800,      -1.50034
255.09800,      -1.50226
255.19800,      -1.50371
255.29800,      -1.50551
255.39800,      -1.50720
255.49800,      -1.50901
255.59800,      -1.51047
255.69800,      -1.51250
255.79800,      -1.51415
255.89800,      -1.51617
255.99800,      -1.51771
256.09800,      -1.51974
256.19800,      -1.52129
256.29800,      -1.52332
256.39800,      -1.52489
256.49800,      -1.52681
256.59800,      -1.52837
256.69800,      -1.53028
256.79800,      -1.53186
256.89800,      -1.53377
256.99800,      -1.53523
257.09800,      -1.53713
257.19800,      -1.53871
257.29800,      -1.54052
257.39800,      -1.54209
257.49800,      -1.54377
257.59800,      -1.54549
257.69800,      -1.54718
257.79800,      -1.54867
257.89800,      -1.55059
257.99800,      -1.55204
258.09800,      -1.55398
258.19800,      -1.55543
258.29800,      -1.55725
258.39800,      -1.55870
258.49800,      -1.56060
258.59800,      -1.56218
258.69800,      -1.56411
258.79800,      -1.56556
258.89800,      -1.56757
258.99800,      -1.56913
259.09800,      -1.57114
259.19800,      -1.57283
259.29800,      -1.57485
259.39800,      -1.57687
259.49800,      -1.57873
259.59800,      -1.58045
259.69800,      -1.58237
259.79800,      -1.58413
259.89800,      -1.58598
259.99800,      -1.58774
260.09800,      -1.58955
260.19800,      -1.59129
260.29800,      -1.59319
260.39800,      -1.59497
260.49800,      -1.59672
260.59800,      -1.59848
260.69800,      -1.60045
260.79800,      -1.60222
260.89800,      -1.60408
260.99800,      -1.60579
261.09800,      -1.60766
261.19800,      -1.60950
261.29800,      -1.61123
261.39800,      -1.61295
261.49800,      -1.61495
261.59800,      -1.61666
261.69800,      -1.61853
261.79800,      -1.62019
261.89800,      -1.62205
261.99800,      -1.62382
262.09800,      -1.62577
262.19800,      -1.62743
262.29800,      -1.62937
262.39800,      -1.63107
262.49800,      -1.63299
262.59800,      -1.63474
262.69800,      -1.63665
262.79800,      -1.63844
262.89800,      -1.64043
262.99800,      -1.64233
263.09800,      -1.64416
263.19800,      -1.64577
263.29800,      -1.64773
263.39800,      -1.64938
263.49800,      -1.65126
263.59800,      -1.65307
263.69800,      -1.65491
263.79800,      -1.65660
263.89800,      -1.65857
263.99800,      -1.66014
264.09800,      -1.66222
264.19800,      -1.66381
264.29800,      -1.66606
264.39800,      -1.66786
264.49800,      -1.66965
264.59800,      -1.67082
264.69800,      -1.67336
264.79800,      -1.67501
264.89800,      -1.67701
264.99800,      -1.67892
265.09800,      -1.68090
265.19800,      -1.68278
265.29800,      -1.68478
265.39800,      -1.68654
265.49800,      -1.68855
265.59800,      -1.69054
265.69800,      -1.69252
265.79800,      -1.69442
265.89800,      -1.69630
265.99800,      -1.69800
266.09800,      -1.69979
266.19800,      -1.70137
266.29800,      -1.70319
266.39800,      -1.70482
266.49800,      -1.70681
266.59800,      -1.70891
266.69800,      -1.71111
266.79800,      -1.71319
266.89800,      -1.71539
266.99800,      -1.71738
267.09800,      -1.71960
267.19800,      -1.72133
267.29800,      -1.72332
267.39800,      -1.72530
267.49800,      -1.72730
267.59800,      -1.72919
267.69800,      -1.73129
267.79800,      -1.73328
267.89800,      -1.73528
267.99800,      -1.73724
268.09800,      -1.73949
268.19800,      -1.74125
268.29800,      -1.74324
268.39800,      -1.74523
268.49800,      -1.74721
268.59800,      -1.74910
268.69800,      -1.75109
268.79800,      -1.75311
268.89800,      -1.75546
268.99800,      -1.75734
269.09800,      -1.75922
269.19800,      -1.76059
269.29800,      -1.76282
269.39800,      -1.76479
269.49800,      -1.76666
269.59800,      -1.76864
269.69800,      -1.77037
269.79800,      -1.77231
269.89800,      -1.77421
269.99800,      -1.77613
270.09800,      -1.77787
270.19800,      -1.77977
270.29800,      -1.78160
270.39800,      -1.78359
270.49800,      -1.78550
270.59800,      -1.78748
270.69800,      -1.78932
270.79800,      -1.79118
270.89800,      -1.79308
270.99800,      -1.79491
271.09800,      -1.79672
271.19800,      -1.79857
271.29800,      -1.80027
271.39800,      -1.80227
271.49800,      -1.80418
271.59800,      -1.80616
271.69800,      -1.80800
271.79800,      -1.80994
271.89800,      -1.81192
271.99800,      -1.81376
272.09800,      -1.81573
272.19800,      -1.81750
272.29800,      -1.81943
272.39800,      -1.82139
272.49800,      -1.82331
272.59800,      -1.82528
272.69800,      -1.82757
272.79800,      -1.82900
272.89800,      -1.83091
272.99800,      -1.83279
273.09800,      -1.83480
273.19800,      -1.83673
273.29800,      -1.83868
273.39800,      -1.84074
273.49800,      -1.84268
273.59800,      -1.84467
273.69800,      -1.84666
273.79800,      -1.84899
273.89800,      -1.85103
273.99800,      -1.85301
274.09800,      -1.85503
274.19800,      -1.85712
274.29800,      -1.85900
274.39800,      -1.86109
274.49800,      -1.86308
274.59800,      -1.86516
274.69800,      -1.86706
274.79800,      -1.86916
274.89800,      -1.87113
274.99800,      -1.87310
275.09800,      -1.87510
275.19800,      -1.87710
275.29800,      -1.87908
275.39800,      -1.88108
275.49800,      -1.88307
275.59800,      -1.88528
275.69800,      -1.88723
275.79800,      -1.88934
275.89800,      -1.89133
275.99800,      -1.89342
276.09800,      -1.89543
276.19800,      -1.89749
276.29800,      -1.89951
276.39800,      -1.90152
276.49800,      -1.90336
276.59800,      -1.90548
276.69800,      -1.90734
276.79800,      -1.90946
276.89800,      -1.91143
276.99800,      -1.91365
277.09800,      -1.91541
277.19800,      -1.91763
277.29800,      -1.91972
277.39800,      -1.92169
277.49800,      -1.92367
277.59800,      -1.92576
277.69800,      -1.92775
277.79800,      -1.92972
277.89800,      -1.93172
277.99800,      -1.93369
278.09800,      -1.93569
278.19800,      -1.93778
278.29800,      -1.93978
278.39800,      -1.94198
278.49800,      -1.94419
278.59800,      -1.94630
278.69800,      -1.94824
278.79800,      -1.95036
278.89800,      -1.95225
278.99800,      -1.95445
279.09800,      -1.95651
279.19800,      -1.95856
279.29800,      -1.96051
279.39800,      -1.96264
279.49800,      -1.96454
279.59800,      -1.96665
279.69800,      -1.96859
279.79800,      -1.97075
279.89800,      -1.97280
279.99800,      -1.97511
280.09800,      -1.97708
280.19800,      -1.97932
280.29800,      -1.98108
280.39800,      -1.98323
280.49800,      -1.98514
280.59800,      -1.98724
280.69800,      -1.98927
280.79800,      -1.99147
280.89800,      -1.99359
280.99800,      -1.99585
281.09800,      -1.99791
281.19800,      -2.00014
281.29800,      -2.00204
281.39800,      -2.00441
281.49800,      -2.00646
281.59800,      -2.00868
281.69800,      -2.01063
281.79800,      -2.01293
281.89800,      -2.01488
281.99800,      -2.01724
282.09800,      -2.01916
282.19800,      -2.02147
282.29800,      -2.02347
282.39800,      -2.02574
282.49800,      -2.02777
282.59800,      -2.03015
282.69800,      -2.03203
282.79800,      -2.03444
282.89800,      -2.03632
282.99800,      -2.03874
283.09800,      -2.04063
283.19800,      -2.04323
283.29800,      -2.04512
283.39800,      -2.04755
283.49800,      -2.04942
283.59800,      -2.05159
283.69800,      -2.05356
283.79800,      -2.05589
283.89800,      -2.05764
283.99800,      -2.06006
284.09800,      -2.06189
284.19800,      -2.06433
284.29800,      -2.06605
284.39800,      -2.06842
284.49800,      -2.07028
284.59800,      -2.07247
284.69800,      -2.07444
284.79800,      -2.07688
284.89800,      -2.07886
284.99800,      -2.08124
285.09800,      -2.08323
285.19800,      -2.08552
285.29800,      -2.08748
285.39800,      -2.08990
285.49800,      -2.09187
285.59800,      -2.09439
285.69800,      -2.09635
285.79800,      -2.09876
285.89800,      -2.10084
285.99800,      -2.10324
286.09800,      -2.10531
286.19800,      -2.10772
286.29800,      -2.10968
286.39800,      -2.11210
286.49800,      -2.11410
286.59800,      -2.11639
286.69800,      -2.11858
286.79800,      -2.12083
286.89800,      -2.12282
286.99800,      -2.12522
287.09800,      -2.12735
287.19800,      -2.12973
287.29800,      -2.13170
287.39800,      -2.13411
287.49800,      -2.13608
287.59800,      -2.13848
287.69800,      -2.14049
287.79800,      -2.14341
287.89800,      -2.14455
287.99800,      -2.14703
288.09800,      -2.14968
288.19800,      -2.15197
288.29800,      -2.15402
288.39800,      -2.15632
288.49800,      -2.15842
288.59800,      -2.16057
288.69800,      -2.16270
288.79800,      -2.16482
288.89800,      -2.16686
288.99800,      -2.16910
289.09800,      -2.17099
289.19800,      -2.17334
289.29800,      -2.17548
289.39800,      -2.17766
289.49800,      -2.17962
289.59800,      -2.18183
289.69800,      -2.18394
289.79800,      -2.18621
289.89800,      -2.18829
289.99800,      -2.19050
290.09800,      -2.19261
290.19800,      -2.19493
290.29800,      -2.19722
290.39800,      -2.19933
290.49800,      -2.20151
290.59800,      -2.20392
290.69800,      -2.20603
290.79800,      -2.20845
290.89800,      -2.21067
290.99800,      -2.21315
291.09800,      -2.21518
291.19800,      -2.21782
291.29800,      -2.22007
291.39800,      -2.22263
291.49800,      -2.22497
291.59800,      -2.22767
291.69800,      -2.22983
291.79800,      -2.23246
291.89800,      -2.23495
291.99800,      -2.23722
292.09800,      -2.23967
292.19800,      -2.24193
292.29800,      -2.24424
292.39800,      -2.24642
292.49800,      -2.24859
292.59800,      -2.25094
292.69800,      -2.25320
292.79800,      -2.25560
292.89800,      -2.25790
292.99800,      -2.26019
293.09800,      -2.26246
293.19800,      -2.26489
293.29800,      -2.26713
293.39800,      -2.26959
293.49800,      -2.27193
293.59800,      -2.27433
293.69800,      -2.27661
293.79800,      -2.27902
293.89800,      -2.28139
293.99800,      -2.28395
294.09800,      -2.28624
294.19800,      -2.28858
294.29800,      -2.29095
294.39800,      -2.29335
294.49800,      -2.29554
294.59800,      -2.29803
294.69800,      -2.30035
294.79800,      -2.30278
294.89800,      -2.30500
294.99800,      -2.30735
295.09800,      -2.30966
295.19800,      -2.31193
295.29800,      -2.31424
295.39800,      -2.31644
295.49800,      -2.31871
295.59800,      -2.32111
295.69800,      -2.32331
295.79800,      -2.32570
295.89800,      -2.32805
295.99800,      -2.33034
296.09800,      -2.33272
296.19800,      -2.33523
296.29800,      -2.33762
296.39800,      -2.34003
296.49800,      -2.34235
296.59800,      -2.34467
296.69800,      -2.34710
296.79800,      -2.34948
296.89800,      -2.35179
296.99800,      -2.35403
297.09800,      -2.35625
297.19800,      -2.35864
297.29800,      -2.36073
297.39800,      -2.36375
297.49800,      -2.36612
297.59800,      -2.36838
297.69800,      -2.36995
297.79800,      -2.37307
297.89800,      -2.37562
297.99800,      -2.37788
298.09800,      -2.38031
298.19800,      -2.38262
298.29800,      -2.38515
298.39800,      -2.38750
298.49800,      -2.39002
298.59800,      -2.39236
298.69800,      -2.39489
298.79800,      -2.39708
298.89800,      -2.39958
298.99800,      -2.40195
299.09800,      -2.40446
299.19800,      -2.40673
299.29800,      -2.40924
299.39800,      -2.41141
299.49800,      -2.41392
299.59800,      -2.41620
299.69800,      -2.41867
299.79800,      -2.42095
299.89800,      -2.42347
299.99800,      -2.42594
300.09800,      -2.42866
300.19800,      -2.43115
300.29800,      -2.43374
300.39800,      -2.43623
300.49800,      -2.43880
300.59800,      -2.44118
300.69800,      -2.44379
300.79800,      -2.44619
300.89800,      -2.44865
300.99800,      -2.45103
301.09800,      -2.45364
301.19800,      -2.45593
301.29800,      -2.45862
301.39800,      -2.46091
301.49800,      -2.46363
301.59800,      -2.46597
301.69800,      -2.46845
301.79800,      -2.47065
301.89800,      -2.47323
301.99800,      -2.47562
302.09800,      -2.47819
302.19800,      -2.48048
302.29800,      -2.48317
302.39800,      -2.48545
302.49800,      -2.48800
302.59800,      -2.49029
302.69800,      -2.49298
302.79800,      -2.49521
302.89800,      -2.49783
302.99800,      -2.50014
303.09800,      -2.50264
303.19800,      -2.50492
303.29800,      -2.50743
303.39800,      -2.50962
303.49800,      -2.51203
303.59800,      -2.51417
303.69800,      -2.51667
303.79800,      -2.51873
303.89800,      -2.52107
303.99800,      -2.52334
304.09800,      -2.52574
304.19800,      -2.52787
304.29800,      -2.53035
304.39800,      -2.53271
304.49800,      -2.53512
304.59800,      -2.53746
304.69800,      -2.53996
304.79800,      -2.54242
304.89800,      -2.54523
304.99800,      -2.54757
305.09800,      -2.55022
305.19800,      -2.55241
305.29800,      -2.55520
305.39800,      -2.55755
305.49800,      -2.56016
305.59800,      -2.56242
305.69800,      -2.56491
305.79800,      -2.56727
305.89800,      -2.56989
305.99800,      -2.57222
306.09800,      -2.57479
306.19800,      -2.57756
306.29800,      -2.57960
306.39800,      -2.58243
306.49800,      -2.58434
306.59800,      -2.58665
306.69800,      -2.58918
306.79800,      -2.59161
306.89800,      -2.59436
306.99800,      -2.59733
307.09800,      -2.60004
307.19800,      -2.60231
307.29800,      -2.60502
307.39800,      -2.60728
307.49800,      -2.60999
307.59800,      -2.61228
307.69800,      -2.61506
307.79800,      -2.61743
307.89800,      -2.62177
307.99800,      -2.63056
308.09800,      -2.63997
308.19800,      -2.64118
308.29800,      -2.64275
308.39800,      -2.64467
308.49800,      -2.64635
308.59800,      -2.64823
308.69800,      -2.65015
308.79800,      -2.65191
308.89800,      -2.65381
308.99800,      -2.65580
309.09800,      -2.65779
309.19800,      -2.65978
309.29800,      -2.66187
309.39800,      -2.66406
309.49800,      -2.66615
309.59800,      -2.66834
309.69800,      -2.67065
309.79800,      -2.67303
309.89800,      -2.67531
309.99800,      -2.67782
310.09800,      -2.68018
310.19800,      -2.68266
310.29800,      -2.68508
310.39800,      -2.68765
310.49800,      -2.69004
310.59800,      -2.69261
310.69800,      -2.69511
310.79800,      -2.69792
310.89800,      -2.70005
310.99800,      -2.70304
311.09800,      -2.70489
311.19800,      -2.70813
311.29800,      -2.70980
311.39800,      -2.71579
311.49800,      -2.72676
311.59800,      -2.72836
311.69800,      -2.73029
311.79800,      -2.73213
311.89800,      -2.73383
311.99800,      -2.73588
312.09800,      -2.73771
312.19800,      -2.73971
312.29800,      -2.74173
312.39800,      -2.74421
312.49800,      -2.74623
312.59800,      -2.74861
312.69800,      -2.75083
312.79800,      -2.75326
312.89800,      -2.75545
312.99800,      -2.75800
313.09800,      -2.76018
313.19800,      -2.76282
313.29800,      -2.76548
313.39800,      -2.77119
313.49800,      -2.78114
313.59800,      -2.78374
313.69800,      -2.78510
313.79800,      -2.78708
313.89800,      -2.78871
313.99800,      -2.79075
314.09800,      -2.79258
314.19800,      -2.79479
314.29800,      -2.79668
314.39800,      -2.79910
314.49800,      -2.80094
314.59800,      -2.80336
314.69800,      -2.80515
314.79800,      -2.80758
314.89800,      -2.80957
314.99800,      -2.81187
315.09800,      -2.81395
315.19800,      -2.81652
315.29800,      -2.81856
315.39800,      -2.82135
315.49800,      -2.82356
315.59800,      -2.82780
315.69800,      -2.83679
315.79800,      -2.84242
315.89800,      -2.84356
315.99800,      -2.84536
316.09800,      -2.84697
316.19800,      -2.84887
316.29800,      -2.85054
316.39800,      -2.85246
316.49800,      -2.85429
316.59800,      -2.85634
316.69800,      -2.85836
316.79800,      -2.86065
316.89800,      -2.86264
316.99800,      -2.86470
317.09800,      -2.86680
317.19800,      -2.86892
317.29800,      -2.87109
317.39800,      -2.87338
317.49800,      -2.87566
317.59800,      -2.87826
317.69800,      -2.88053
317.79800,      -2.88323
317.89800,      -2.88561
317.99800,      -2.88870
318.09800,      -2.89656
318.19800,      -2.90582
318.29800,      -2.90761
318.39800,      -2.90918
318.49800,      -2.91105
318.59800,      -2.91304
318.69800,      -2.91512
318.79800,      -2.91708
318.89800,      -2.91920
318.99800,      -2.92117
319.09800,      -2.92347
319.19800,      -2.92565
319.29800,      -2.92804
319.39800,      -2.93045
319.49800,      -2.93293
319.59800,      -2.93532
319.69800,      -2.93786
319.79800,      -2.94016
319.89800,      -2.94286
319.99800,      -2.94542
320.09800,      -2.95153
320.19800,      -2.96179
320.29800,      -2.96343
320.39800,      -2.96468
320.49800,      -2.96667
320.59800,      -2.96832
320.69800,      -2.97062
320.79800,      -2.97248
320.89800,      -2.97481
320.99800,      -2.97680
321.09800,      -2.97990
321.19800,      -2.98221
321.29800,      -2.98438
321.39800,      -2.98669
321.49800,      -2.98885
321.59800,      -2.99117
321.69800,      -2.99344
321.79800,      -2.99584
321.89800,      -2.99827
321.99800,      -3.00073
322.09800,      -3.00327
322.19800,      -3.00579
322.29800,      -3.01175
322.39800,      -3.02235
322.49800,      -3.02400
322.59800,      -3.02529
322.69800,      -3.02731
322.79800,      -3.02899
322.89800,      -3.03116
322.99800,      -3.03297
323.09800,      -3.03524
323.19800,      -3.03711
323.29800,      -3.03948
323.39800,      -3.04148
323.49800,      -3.04405
323.59800,      -3.04606
323.69800,      -3.04854
323.79800,      -3.05080
323.89800,      -3.05327
323.99800,      -3.05535
324.09800,      -3.05812
324.19800,      -3.06039
324.29800,      -3.06474
324.39800,      -3.07407
324.49800,      -3.07976
324.59800,      -3.08104
324.69800,      -3.08297
324.79800,      -3.08455
324.89800,      -3.08669
324.99800,      -3.08841
325.09800,      -3.09052
325.19800,      -3.09251
325.29800,      -3.09478
325.39800,      -3.09688
325.49800,      -3.09941
325.59800,      -3.10164
325.69800,      -3.10405
325.79800,      -3.10616
325.89800,      -3.10857
325.99800,      -3.11078
326.09800,      -3.11325
326.19800,      -3.11557
326.29800,      -3.11814
326.39800,      -3.12053
326.49800,      -3.12354
326.59800,      -3.13090
326.69800,      -3.13963
326.79800,      -3.14100
326.89800,      -3.14256
326.99800,      -3.14447
327.09800,      -3.14621
327.19800,      -3.14854
327.29800,      -3.15053
327.39800,      -3.15261
327.49800,      -3.15462
327.59800,      -3.15667
327.69800,      -3.15866
327.79800,      -3.16088
327.89800,      -3.16296
327.99800,      -3.16513
328.09800,      -3.16743
328.19800,      -3.16993
328.29800,      -3.17235
328.39800,      -3.17832
328.49800,      -3.19022
328.59800,      -3.19308
328.69800,      -3.19445
328.79800,      -3.19634
328.89800,      -3.19835
328.99800,      -3.20031
329.09800,      -3.20231
329.19800,      -3.20422
329.29800,      -3.20620
329.39800,      -3.20820
329.49800,      -3.21031
329.59800,      -3.21238
329.69800,      -3.21479
329.79800,      -3.21693
329.89800,      -3.21931
329.99800,      -3.22170
330.09800,      -3.22492
330.19800,      -3.22658
330.29800,      -3.23002
330.39800,      -3.23312
330.49800,      -3.24099
330.59800,      -3.25016
330.69800,      -3.25150
330.79800,      -3.25319
330.89800,      -3.25514
330.99800,      -3.25708
331.09800,      -3.25905
331.19800,      -3.26109
331.29800,      -3.26326
331.39800,      -3.26546
331.49800,      -3.26775
331.59800,      -3.27006
331.69800,      -3.27249
331.79800,      -3.27494
331.89800,      -3.27740
331.99800,      -3.27969
332.09800,      -3.28220
332.19800,      -3.28467
332.29800,      -3.28716
332.39800,      -3.28964
332.49800,      -3.29211
332.59800,      -3.29465
332.69800,      -3.30087
332.79800,      -3.31180
332.89800,      -3.31488
332.99800,      -3.31677
333.09800,      -3.31803
333.19800,      -3.32005
333.29800,      -3.32182
333.39800,      -3.32404
333.49800,      -3.32591
333.59800,      -3.32820
333.69800,      -3.33021
333.79800,      -3.33258
333.89800,      -3.33461
333.99800,      -3.33719
334.09800,      -3.33934
334.19800,      -3.34195
334.29800,      -3.34412
334.39800,      -3.34671
334.49800,      -3.34880
334.59800,      -3.35136
334.69800,      -3.35366
334.79800,      -3.35628
334.89800,      -3.35853
334.99800,      -3.36276
335.09800,      -3.37159
335.19800,      -3.37751
335.29800,      -3.37884
335.39800,      -3.38070
335.49800,      -3.38226
335.59800,      -3.38448
335.69800,      -3.38627
335.79800,      -3.38831
335.89800,      -3.39027
335.99800,      -3.39257
336.09800,      -3.39463
336.19800,      -3.39704
336.29800,      -3.39919
336.39800,      -3.40168
336.49800,      -3.40377
336.59800,      -3.40621
336.69800,      -3.40849
336.79800,      -3.41110
336.89800,      -3.41341
336.99800,      -3.41644
337.09800,      -3.42409
337.19800,      -3.43308
337.29800,      -3.43444
337.39800,      -3.43639
337.49800,      -3.43834
337.59800,      -3.44031
337.69800,      -3.44240
337.79800,      -3.44438
337.89800,      -3.44643
337.99800,      -3.44865
338.09800,      -3.45084
338.19800,      -3.45292
338.29800,      -3.45534
338.39800,      -3.45761
338.49800,      -3.45990
338.59800,      -3.46221
338.69800,      -3.46458
338.79800,      -3.46688
338.89800,      -3.46955
338.99800,      -3.47211
339.09800,      -3.47834
339.19800,      -3.48965
339.29800,      -3.49152
339.39800,      -3.49281
339.49800,      -3.49530
339.59800,      -3.49635
339.69800,      -3.49907
339.79800,      -3.50106
339.89800,      -3.50245
339.99800,      -3.50514
340.09800,      -3.50750
340.19800,      -3.50968
340.29800,      -3.51208
340.39800,      -3.51454
340.49800,      -3.51688
340.59800,      -3.51913
340.69800,      -3.52167
340.79800,      -3.52407
340.89800,      -3.52665
340.99800,      -3.52914
341.09800,      -3.53546
341.19800,      -3.54653
341.29800,      -3.54831
341.39800,      -3.54977
341.49800,      -3.55176
341.59800,      -3.55346
341.69800,      -3.55575
341.79800,      -3.55755
341.89800,      -3.55984
341.99800,      -3.56179
342.09800,      -3.56442
342.19800,      -3.56636
342.29800,      -3.56921
342.39800,      -3.57123
342.49800,      -3.57384
342.59800,      -3.57616
342.69800,      -3.57876
342.79800,      -3.58078
342.89800,      -3.58365
342.99800,      -3.58565
343.09800,      -3.59000
343.19800,      -3.59924
343.29800,      -3.60526
343.39800,      -3.60663
343.49800,      -3.60863
343.59800,      -3.61031
343.69800,      -3.61250
343.79800,      -3.61429
343.89800,      -3.61651
343.99800,      -3.61850
344.09800,      -3.62112
344.19800,      -3.62272
344.29800,      -3.62571
344.39800,      -3.62742
344.49800,      -3.63050
344.59800,      -3.63264
344.69800,      -3.63551
344.79800,      -3.63767
344.89800,      -3.64160
344.99800,      -3.65022
345.09800,      -3.65743
345.19800,      -3.65878
345.29800,      -3.66067
345.39800,      -3.66237
345.49800,      -3.66436
345.59800,      -3.66625
345.69800,      -3.66839
345.79800,      -3.67056
345.89800,      -3.67293
345.99800,      -3.67509
346.09800,      -3.67732
346.19800,      -3.67963
346.29800,      -3.68192
346.39800,      -3.68419
346.49800,      -3.68647
346.59800,      -3.68857
346.69800,      -3.69106
346.79800,      -3.69357
346.89800,      -3.69641
346.99800,      -3.70314
347.09800,      -3.71285
347.19800,      -3.71453
347.29800,      -3.71621
347.39800,      -3.71829
347.49800,      -3.72008
347.59800,      -3.72243
347.69800,      -3.72434
347.79800,      -3.72640
347.89800,      -3.72829
347.99800,      -3.73054
348.09800,      -3.73251
348.19800,      -3.73488
348.29800,      -3.73699
348.39800,      -3.73946
348.49800,      -3.74182
348.59800,      -3.74421
348.69800,      -3.74644
348.79800,      -3.75335
348.89800,      -3.76133
348.99800,      -3.76529
349.09800,      -3.76641
349.19800,      -3.76863
349.29800,      -3.77010
349.39800,      -3.77244
349.49800,      -3.77397
349.59800,      -3.77608
349.69800,      -3.77796
349.79800,      -3.78039
349.89800,      -3.78225
349.99800,      -3.78477
350.09800,      -3.78671
350.19800,      -3.78923
350.29800,      -3.79127
350.39800,      -3.79389
350.49800,      -3.79615
350.59800,      -3.80039
350.69800,      -3.80977
350.79800,      -3.81565
350.89800,      -3.81692
350.99800,      -3.81881
351.09800,      -3.82058
351.19800,      -3.82279
351.29800,      -3.82467
351.39800,      -3.82676
351.49800,      -3.82872
351.59800,      -3.83112
351.69800,      -3.83331
351.79800,      -3.83580
351.89800,      -3.83810
351.99800,      -3.84058
352.09800,      -3.84273
352.19800,      -3.84521
352.29800,      -3.84759
352.39800,      -3.85018
352.49800,      -3.85258
352.59800,      -3.85554
352.69800,      -3.86296
352.79800,      -3.87203
352.89800,      -3.87345
352.99800,      -3.87535
353.09800,      -3.87734
353.19800,      -3.87934
353.29800,      -3.88146
353.39800,      -3.88338
353.49800,      -3.88548
353.59800,      -3.88747
353.69800,      -3.88979
353.79800,      -3.89173
353.89800,      -3.89428
353.99800,      -3.89696
354.09800,      -3.89925
354.19800,      -3.90174
354.29800,      -3.90411
354.39800,      -3.90655
354.49800,      -3.90913
354.59800,      -3.91195
354.69800,      -3.91952
354.79800,      -3.92871
354.89800,      -3.93224
354.99800,      -3.93569
355.09800,      -3.93905
355.19800,      -3.94248
355.29800,      -3.94551
355.39800,      -3.94861
355.49800,      -3.95001
355.59800,      -3.95176
355.69800,      -3.95361
355.79800,      -3.95553
355.89800,      -3.95762
355.99800,      -3.95968
356.09800,      -3.96176
356.19800,      -3.96400
356.29800,      -3.96614
356.39800,      -3.96824
356.49800,      -3.97063
356.59800,      -3.97270
356.69800,      -3.97499
356.79800,      -3.97715
356.89800,      -3.97937
356.99800,      -3.98153
357.09800,      -3.98395
357.19800,      -3.98639
357.29800,      -3.98891
357.39800,      -3.99122
357.49800,      -3.99378
357.59800,      -3.99633
357.69800,      -4.00235
357.79800,      -4.01315
357.89800,      -4.01566
357.99800,      -4.01729
358.09800,      -4.01947
358.19800,      -4.02128
358.29800,      -4.02362
358.39800,      -4.02544
358.49800,      -4.02786
358.59800,      -4.02979
358.69800,      -4.03233
358.79800,      -4.03439
358.89800,      -4.03711
358.99800,      -4.03906
359.09800,      -4.04167
359.19800,      -4.04385
359.29800,      -4.04626
359.39800,      -4.04834
359.49800,      -4.05118
359.59800,      -4.05336
359.69800,      -4.05806
359.79800,      -4.06748
359.89800,      -4.07312
359.99800,      -4.07462
360.09800,      -4.07655
360.19800,      -4.07834
360.29800,      -4.08064
360.39800,      -4.08266
360.49800,      -4.08496
360.59800,      -4.08706
360.69800,      -4.08954
360.79800,      -4.09199
360.89800,      -4.09465
360.99800,      -4.09695
361.09800,      -4.09961
361.19800,      -4.10214
361.29800,      -4.10475
361.39800,      -4.10727
361.49800,      -4.11069
361.59800,      -4.11891
361.69800,      -4.12699
361.79800,      -4.12833
361.89800,      -4.13007
361.99800,      -4.13178
362.09800,      -4.13361
362.19800,      -4.13538
362.29800,      -4.13713
