"","Comp.1","Comp.2"
"SLA",0.307991193374404,0.404252889357984
"LDMC",-0.195105127566261,-0.573582666657948
"LNC",0.450751004065835,0.162136942341359
"LCC",0.100236923161954,-0.574932664840553
"HC",-0.472986975574816,0.161536111102247
"CL",-0.470986098733474,0.031805934928367
"LG",0.456406530744512,-0.351626273330234
